produksjon,forbruk,Import,Eksport,tilsig,bnp,bnp_cap,pris,pop
0.008997027639677135,0.0012689343989125135,-0.12200609006903562,0.07312076694224423,-0.06410815057979447,0.0021553021932914085,0.0018635674618412423,-0.0573570445346272,0.00043228170173303937
-0.010531560568683318,0.0008947380045789544,0.16699715368503742,-0.07821600427308084,-0.030199823914865753,0.0013212127675763519,0.0010993300822956797,0.20755588677083403,0.0002982575743719629
0.005151245489420475,-0.0024549924007475354,-0.06337985063113116,0.055879984108726966,-0.00963996364616726,0.0011729887669678085,0.0008319101960698738,0.005842919079384945,0.0003747003113798719
-0.011662996545245718,-0.002193071432322391,0.07846458710003734,-0.0663030818349295,0.007705570702466247,0.0009243322423131417,0.0005494033376467478,0.10465332378059933,0.0003763095113895609
0.0013843928458845411,0.0035015759510814704,0.011759006968647512,-0.025252912530010718,0.01639370655206207,0.003671103643438478,0.003662978127517924,-0.05643737067499477,0.0003704786231666368
0.013182584236335337,0.0013942655904806145,-0.10163456798805992,0.09764626486724648,0.02176697629133706,0.0034225494386186384,0.0032738623157761992,-0.005261505723943127,0.00045442499788528323
-0.007951805874883533,-0.001519393056573115,0.061829186939537095,-0.044155454816946715,-0.03517300770868248,0.0037377043273938426,0.0035087718637782928,0.1286855475371731,0.0005492784275173968
0.008290361182308637,0.0019235680762852425,-0.06506425926815851,0.037085678960012025,0.03009479134122195,0.004139115810841254,0.0038132424082433225,-0.16695524896909353,0.0006666988583519107
0.0018503485568599487,0.000609706016150291,-0.0033349040455883383,0.013781722318202405,-0.004767545679215335,0.001318304828656025,0.0003607551305004897,0.13061890003889243,0.0008699678597534621
-0.004643946576972091,-0.0028562124868392047,0.03407322409008007,-0.013265208422873265,-0.017159965390077137,-0.001305783669588667,-0.0024920143572515485,-0.07049290124277818,0.0007773495415057674
-0.004413096557646767,0.0056870326265237026,0.06868995748030216,-0.05382465657735214,-0.02809651958011017,0.0014739831728602937,0.0005787284479907839,0.11205364813105145,0.0008374753524438283
0.00273478704242347,-0.0038358669941365164,-0.040913089836371874,0.018836790800916603,0.045891000631513634,0.001405512806913034,0.00048060541086236697,-0.0508340585025866,0.0008540036797026751
0.008369398022459507,0.0021224237477639463,-0.06356570141192108,0.06388275504513796,0.004178151452701062,0.0027586132360171156,0.002029919946712866,-0.11860479998905316,0.0008460932214582328
-0.005676572530209256,0.00030591108358013486,0.06955249491005233,-0.024963748956492005,-0.024451713527604557,0.0016825830284301624,0.0009231406702072675,0.06725972329300034,0.0007590523680640615
0.0035464676412555463,-0.0015093838392790104,-0.031058205410011475,0.024502944087257283,0.025273917311086525,0.0016238669737442812,0.0008682431261868295,-0.08023814671139884,0.0007511375830762113
0.0010804498836840537,0.0016780027251321883,0.01881744190368817,0.001127839824140331,0.07229513373040142,0.0010616789325146314,0.00038689870712893537,-0.1313685422248254,0.0006303481559735147
0.0015217798606963484,0.0011779468696682116,-0.020536148887042138,8.352351441587302e-06,-0.015704127214658303,0.00035133203134796176,-0.0003459724146877008,0.07933512139445975,0.0005719976691835882
0.00013120447745418318,0.0005729747832843302,-0.004848320289783992,-0.002933465877541508,0.015956958453096526,0.001852034772762412,0.001469459140222451,0.022236497794150267,0.0004919708506161413
-0.00140990569565691,0.0011350292817864371,0.03557417349957692,-0.00949265688354295,-0.025554967489002323,0.0016822957945170636,0.001376584637140077,0.11161617564622772,0.0004157497491550366
-0.004556187920456978,-0.0003478843724531444,0.018646677789338817,-0.029625001035868515,0.0037086431161990063,0.001739729566262227,0.0014362171640085464,-0.0378858781350373,0.0004211284246933289
0.007888830959184467,-0.0006329494395131974,-0.09481056748678851,0.04759987499253171,0.03303933246297808,-0.002604132893141209,-0.0034296752363145444,-0.575920282789506,0.0003507855744944166
0.0008098600714161464,0.0025549039447279043,0.07525730580134882,0.004041563993036235,-0.02926020252002104,0.003074200890041734,0.0030490472781075084,0.6545514329186293,0.000353565995971028
-0.004303136934558971,-0.0026735754157654057,0.0339853283270104,8.75660027110925e-05,0.011452958350239406,0.0027026575445545653,0.0022615124832880973,0.16305432682555487,0.0006339517105526937
-0.6900077159813995,-0.6913718389386179,-0.6906906130961228,-0.6843231123256888,-0.7123131563480003,-0.6923341283348639,-0.6929115893640687,-0.13867436082686235,0.0005330797701468271
